"","BBA_ID","Centroid_ID","Point_ID","Lon1","Lat1","Forest1","total.dets","Longitude","Latitude","total.eLists","total.eHours","total.eNumObs","total.eCount","nearest_block_BBA_ID","new_BBA"
"165","27D53",4917,2,-80.09375,42.0625,0.413560844,0,-80.11567,42.07383,0,0,0,0,4917,"BBA_ID.173"
"166","27D53",4917,3,-80.09375,42.0625,0.413560844,0,-80.07845,42.0606,0,0,0,0,4917,"BBA_ID.174"
"167","27D53",4917,4,-80.09375,42.0625,0.413560844,0,-80.10132,42.06951,0,0,0,0,4917,"BBA_ID.175"
"168","27D53",4917,5,-80.09375,42.0625,0.413560844,0,-80.08768,42.07905,0,0,0,0,4917,"BBA_ID.176"
"169","27D53",4917,6,-80.09375,42.0625,0.413560844,0,-80.08141,42.04684,0,0,0,0,4917,"BBA_ID.177"
"170","27D53",4917,7,-80.09375,42.0625,0.413560844,0,-80.07559,42.06562,0,0,0,0,4917,"BBA_ID.178"
"171","27D53",4917,8,-80.09375,42.0625,0.413560844,0,-80.10457,42.05799,0,0,0,0,4917,"BBA_ID.179"
"172","27D54",4929,1,-80.03125,42.0625,0.210039811,0,-80.03598,42.08047,0,0,0,0,4929,"BBA_ID.180"
"173","27D54",4929,2,-80.03125,42.0625,0.210039811,0,-80.02914,42.05433,0,0,0,0,4929,"BBA_ID.181"
"174","27D54",4929,3,-80.03125,42.0625,0.210039811,0,-80.04752,42.05994,0,0,0,0,4929,"BBA_ID.182"
"175","27D54",4929,4,-80.03125,42.0625,0.210039811,0,-80.01876,42.04732,0,0,0,0,4929,"BBA_ID.183"
"176","27D54",4929,5,-80.03125,42.0625,0.210039811,0,-80.04176,42.07128,0,0,0,0,4929,"BBA_ID.184"
"177","27D54",4929,6,-80.03125,42.0625,0.210039811,0,-80.00978,42.04575,0,0,0,0,4929,"BBA_ID.185"
"178","27D54",4929,7,-80.03125,42.0625,0.210039811,0,-80.00596,42.05195,0,0,0,0,4929,"BBA_ID.186"
